genre,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33
pop,-35.29734802246094,61.24724197387695,14.059666633605957,28.661287307739258,4.329987525939941,-1.349921464920044,-0.7904130220413208,5.122540473937988,5.352399826049805,1.2215204238891602,-7.257073402404785,-0.5168179869651794,0.21715883910655975,0.41178908944129944,0.5415668487548828,0.41312354803085327,0.4378259479999542,0.4247989356517792,0.3772081732749939,0.5239889025688171,0.409888356924057,0.43205705285072327,0.4674074053764343,0.5132973194122314,0.5050752758979797,21.478302668089466,13.400173394807599,16.910547702928348,18.205096721100173,18.082752170640628,16.448822597565783,14.996001893829877,0.17281943873355263,107.666015625
pop,24.466630935668945,68.96240997314453,-4.211300373077393,-1.0326179265975952,5.249466896057129,2.9858522415161133,4.336798191070557,4.287288665771484,6.422605037689209,3.630784511566162,0.11548241227865219,-0.00023511762265115976,2.0697717666625977,0.3550463616847992,0.4346829950809479,0.34146648645401,0.4734170734882355,0.3756753206253052,0.2966075837612152,0.4155535101890564,0.3846977651119232,0.5310064554214478,0.3546680510044098,0.48785680532455444,0.49420595169067383,18.405163742087534,13.466646567865649,16.94440367670793,18.18248686068293,18.61854897176255,16.45612325794157,14.580169969133284,0.15937998863196595,107.666015625
pop,-23.23011016845703,53.81916427612305,-0.690011203289032,14.726738929748535,4.871845722198486,6.730589866638184,4.845880031585693,4.945091247558594,4.26452112197876,3.1102583408355713,2.549565076828003,2.987947463989258,4.636329650878906,0.6543717980384827,0.4508260190486908,0.522659182548523,0.5713579058647156,0.4934723973274231,0.4727569818496704,0.42171958088874817,0.5482527613639832,0.49471956491470337,0.4423772990703583,0.48053574562072754,0.4996854364871979,17.94256905304357,14.066020727341199,16.251476163372153,15.530062072181506,16.11763978146708,16.13093764055453,15.056562904472818,0.1870177655766254,99.38401442307692
pop,13.536641120910645,58.196353912353516,-2.2051022052764893,5.008135795593262,8.070771217346191,-0.479264497756958,4.105179309844971,2.258924722671509,4.293473720550537,3.586092472076416,-0.505272626876831,2.421469211578369,1.8804908990859985,0.5202658176422119,0.33426085114479065,0.4231407344341278,0.4605010449886322,0.3468610346317291,0.39489930868148804,0.3766728937625885,0.5042189955711365,0.41420978307724,0.37547722458839417,0.4151705801486969,0.3821621835231781,19.848500161480594,14.426694516566698,17.737203919645676,17.108668465104593,17.57005766793939,16.697907446984857,14.652954714561213,0.17974985789957432,107.666015625
pop,-59.5895881652832,77.30937194824219,26.367233276367188,3.1743202209472656,6.7570414543151855,-0.06425405293703079,-0.6247923970222473,-0.6904833316802979,4.141959190368652,-0.4403371512889862,-4.541955947875977,-3.561495780944824,-2.2030649185180664,0.3578245937824249,0.26545384526252747,0.3485655188560486,0.3033146858215332,0.2983979284763336,0.4752705693244934,0.29916930198669434,0.3151230812072754,0.2664795517921448,0.3969143033027649,0.47431808710098267,0.28929194808006287,23.89656014780636,15.989070685682563,20.16914100371024,19.727214663402275,19.169186847612607,16.843819320207487,15.258003020006793,0.131055518938661,95.703125
pop,-52.448246002197266,74.02205657958984,12.697417259216309,24.500343322753906,21.10790252685547,1.9049279689788818,6.7965569496154785,4.719959259033203,8.40647029876709,8.24699592590332,-2.2676541805267334,-1.2025364637374878,-2.677809715270996,0.36880895495414734,0.3847394287586212,0.4114539921283722,0.6040490865707397,0.4559687674045563,0.401213139295578,0.3387737274169922,0.34288355708122253,0.5289314389228821,0.37154072523117065,0.33749622106552124,0.2998751699924469,21.678696831266915,15.68081647355909,18.62543314302348,19.672005855250507,19.51916891978242,18.393637497378638,16.014664511517516,0.1213038772252322,172.265625
pop,-45.717811584472656,65.28741455078125,12.934513092041016,14.516592025756836,7.03832483291626,4.395020961761475,6.6337785720825195,3.3018980026245117,7.729786396026611,4.070034980773926,3.668118476867676,2.6062710285186768,4.049001693725586,0.5438218712806702,0.4200839698314667,0.42405685782432556,0.3996526896953583,0.30090001225471497,0.3129924535751343,0.3634856045246124,0.4461290240287781,0.34262815117836,0.3253822326660156,0.36312103271484375,0.4008066654205322,23.437875411822144,14.396587776027829,18.545444131772186,17.710061267126058,17.462258519707344,16.118176678012897,15.601799235740428,0.14153920460042568,103.359375
pop,-44.21401596069336,76.17581176757812,22.921127319335938,16.816143035888672,22.99891471862793,3.2665929794311523,6.908667087554932,0.10313859581947327,6.495677471160889,6.542089462280273,0.8544854521751404,2.7243902683258057,4.51695442199707,0.4180062711238861,0.3587401509284973,0.4488893747329712,0.40794259309768677,0.47633683681488037,0.4027992784976959,0.35682031512260437,0.41719451546669006,0.35885319113731384,0.38412192463874817,0.31060174107551575,0.3945823311805725,22.749407345378437,16.135322617465377,20.500378895648467,18.716547079384537,18.61316446928675,17.543482033279073,15.84889017736672,0.1151153281008127,99.38401442307692
pop,4.804321765899658,64.50390625,-2.5012729167938232,10.419498443603516,3.24208927154541,7.8209686279296875,3.101567029953003,1.4055255651474,6.745003700256348,4.88483190536499,3.2736434936523438,1.7477710247039795,3.3316636085510254,0.5541775822639465,0.4819599986076355,0.48408129811286926,0.44518840312957764,0.35990533232688904,0.3665691316127777,0.41988933086395264,0.5199302434921265,0.45418933033943176,0.45121097564697266,0.42821088433265686,0.4552324712276459,19.084508677365612,12.942612255031053,16.331405921651477,15.6711382327136,16.694947127344765,17.196315545488133,15.716416101501743,0.16482477808146284,103.359375
pop,-44.28742599487305,51.32791519165039,24.99048614501953,12.160305976867676,10.87307357788086,7.612086772918701,8.211469650268555,-0.7733294367790222,5.946743965148926,4.761636257171631,-2.508432626724243,1.3215402364730835,-1.946599006652832,0.4566011130809784,0.3627489507198334,0.4037480652332306,0.40862101316452026,0.47284308075904846,0.40104466676712036,0.34265783429145813,0.45563623309135437,0.3684181272983551,0.35025060176849365,0.31689637899398804,0.38164231181144714,21.287076836144845,16.544581331303615,19.539000509089924,18.23653484747294,18.112487328697107,16.498752669916346,15.024564829299171,0.17767428466041021,103.359375
pop,-47.93827819824219,54.15921401977539,-4.00504207611084,21.512901306152344,13.886649131774902,6.00395393371582,13.755339622497559,1.0669996738433838,6.722087860107422,6.232227802276611,1.6225082874298096,0.45345965027809143,2.4148380756378174,0.48990505933761597,0.445378839969635,0.4781840443611145,0.505920946598053,0.39242953062057495,0.3582451045513153,0.43259674310684204,0.5636511445045471,0.4792606234550476,0.40035197138786316,0.4619559645652771,0.46586400270462036,24.25615215306949,15.65627597607324,18.948415838365854,17.694279885249223,17.516313223204303,18.53852728565277,15.568643362451565,0.135637501814048,117.45383522727273
pop,-78.19249725341797,65.99214172363281,24.57851791381836,25.65282440185547,13.85488224029541,3.6000478267669678,16.225540161132812,0.592553973197937,3.325775384902954,4.160470008850098,2.712695837020874,3.649890899658203,1.3959065675735474,0.4538702368736267,0.5036613345146179,0.4179067313671112,0.37033751606941223,0.4164918065071106,0.35614508390426636,0.3712010681629181,0.334381639957428,0.40614068508148193,0.46802371740341187,0.407051682472229,0.4637725055217743,25.005153874488364,16.59111760861618,19.976215645452157,18.715770094901163,18.603114629628966,18.44487751196272,15.734945620384059,0.1186580126499613,143.5546875
pop,-42.77943420410156,62.79966735839844,4.760207653045654,24.068391799926758,9.64216136932373,-1.8881841897964478,9.252784729003906,-2.969123125076294,3.1815619468688965,5.934004306793213,-4.773739337921143,3.019498348236084,-1.240800142288208,0.40752989053726196,0.44778621196746826,0.4440230131149292,0.4914954602718353,0.3754074275493622,0.35809269547462463,0.46695616841316223,0.46845346689224243,0.6189135313034058,0.5024448037147522,0.44966915249824524,0.42628213763237,20.214794104982204,15.524187496766746,17.5231888065547,16.791175962548753,17.250179880463396,18.931616983667436,15.654506766560147,0.14272098127902477,103.359375
pop,-47.05376052856445,55.78174591064453,27.61712646484375,19.19342803955078,15.186062812805176,3.1757607460021973,5.627553462982178,1.6121147871017456,4.148367881774902,1.6211522817611694,-1.587005853652954,-3.0055181980133057,-7.636995315551758,0.25362497568130493,0.3207980990409851,0.5682748556137085,0.36775684356689453,0.3066122233867645,0.2580564320087433,0.3546332120895386,0.5719425678253174,0.3579816520214081,0.3445543348789215,0.26324349641799927,0.2602548599243164,23.61657686623934,17.416374335950476,19.144211068728964,19.586467882924314,18.684323347618534,16.66208119987817,15.333863007681094,0.1464783281733746,103.359375
pop,-20.228376388549805,57.7734489440918,16.77764892578125,18.249576568603516,8.958151817321777,14.899964332580566,2.669635534286499,3.752622127532959,1.1145035028457642,1.8456721305847168,-5.980837821960449,-3.6137545108795166,-3.655459403991699,0.6423625349998474,0.4450947642326355,0.46365293860435486,0.419687420129776,0.32550370693206787,0.3821302056312561,0.32457399368286133,0.47023606300354004,0.35967326164245605,0.31916677951812744,0.3793717324733734,0.45136749744415283,24.516348941683663,15.169607528209479,19.259742683821855,18.81562847037934,17.264919851009136,16.021831427814536,15.859025710672116,0.1316624691611842,135.99917763157896
pop,-25.935338973999023,60.872032165527344,6.071952819824219,17.71719741821289,5.132510185241699,10.431290626525879,2.450117349624634,4.924422264099121,8.108928680419922,3.850858688354492,-0.18614740669727325,7.252810955047607,4.946839809417725,0.5665588974952698,0.46895158290863037,0.4538792371749878,0.36338844895362854,0.3966710567474365,0.4367150366306305,0.4895080029964447,0.560916006565094,0.5134158730506897,0.5046778917312622,0.5247162580490112,0.5686628818511963,23.61215688675702,14.694844567047305,16.958744008378325,16.95722609846833,17.95943632151135,16.43326060940254,15.583376296068996,0.14535890939434984,107.666015625
pop,-50.44928741455078,56.416481018066406,12.563282012939453,11.288338661193848,-2.739751100540161,1.3628129959106445,4.539969444274902,-0.9632134437561035,2.289421558380127,2.7384724617004395,-1.9891648292541504,2.5949511528015137,-4.0203375816345215,0.24643324315547943,0.332269549369812,0.42219340801239014,0.2974514663219452,0.41530275344848633,0.2950379550457001,0.47763511538505554,0.5323264598846436,0.4038284420967102,0.5228776931762695,0.3409348428249359,0.3660447597503662,20.537559304986758,15.17531512429918,18.38431535909869,18.562613611838337,18.07471707694305,17.733452329972895,15.331888317126598,0.18523244001547987,129.19921875
pop,-273.28631591796875,103.14759063720703,8.722428321838379,31.69770050048828,12.511966705322266,3.492265462875366,3.939650774002075,-0.162302166223526,-3.9216830730438232,3.2304422855377197,-6.373683929443359,-1.5361915826797485,-3.2130470275878906,0.4055185317993164,0.49701353907585144,0.3364541530609131,0.3412803113460541,0.3441951870918274,0.2954331040382385,0.4069124162197113,0.28425806760787964,0.25554218888282776,0.20095603168010712,0.3187169134616852,0.5368618369102478,25.106290338601873,16.11274604163609,19.183791556297937,17.967121940036375,17.847137219527138,18.58362620471044,15.837238174206586,0.07255095963138544,112.34714673913044
pop,-14.170113563537598,44.39023971557617,12.68057632446289,10.152087211608887,11.259300231933594,3.9758951663970947,12.507779121398926,-2.171722412109375,10.705039978027344,2.2852632999420166,5.033559322357178,-0.8662655353546143,3.8058700561523438,0.41931143403053284,0.4748980700969696,0.546972393989563,0.42076513171195984,0.4411965608596802,0.4327184855937958,0.47670644521713257,0.581314206123352,0.4198611378669739,0.4016669690608978,0.3758276700973511,0.3729909360408783,18.556512022310784,14.330752918294966,17.286297409116894,18.084672920623085,17.989119055210377,16.866932503284957,17.719795681021143,0.23004509420955882,112.34714673913044
pop,-71.6150131225586,81.1212387084961,16.35566520690918,8.950533866882324,13.818387031555176,-0.7371726036071777,12.522272109985352,-0.6393703818321228,3.0430490970611572,3.054753541946411,-3.212191343307495,-1.3185769319534302,-0.6402585506439209,0.421514093875885,0.40175339579582214,0.3601425588130951,0.4067574739456177,0.38890668749809265,0.5051614046096802,0.36107560992240906,0.4680211544036865,0.515629231929779,0.37736058235168457,0.40420928597450256,0.3439016342163086,22.06380962857972,15.740478605990136,19.302313588882043,19.198470859249458,19.401099780559843,19.445137393397804,16.0531944564349,0.12498941805340558,117.45383522727273
pop,-145.92575073242188,62.535240173339844,-23.1148681640625,-18.786008834838867,-14.782012939453125,-28.42148780822754,3.134416103363037,-24.94000244140625,-13.637031555175781,-4.607389450073242,-24.383533477783203,-15.806172370910645,-17.455078125,0.25954702496528625,0.20857375860214233,0.2257404923439026,0.24283158779144287,0.2649724781513214,0.28518208861351013,0.36383405327796936,0.2666265070438385,0.2322961688041687,0.2810106873512268,0.30924782156944275,0.388627290725708,21.29655583011328,20.56693229795165,23.093756185581004,20.50134146674607,20.307181320700703,25.31202096664729,17.15802914773308,0.10700086469620743,161.4990234375
pop,-45.06425476074219,69.78575897216797,11.866147994995117,8.177107810974121,12.603080749511719,7.750250816345215,11.309998512268066,0.25850754976272583,9.659319877624512,2.8038880825042725,3.8585238456726074,-0.8353042602539062,2.1194326877593994,0.39231279492378235,0.4283812940120697,0.5240063071250916,0.38573211431503296,0.36640799045562744,0.4333290159702301,0.4440830647945404,0.5909510850906372,0.4372158348560333,0.4135974645614624,0.4222358167171478,0.3642254173755646,26.166982125480203,16.003561544400657,18.264137123806147,18.275261907920207,18.35559888312743,16.228099751113888,15.919532747323492,0.12735523897058823,112.34714673913044
pop,-44.72324752807617,55.05922317504883,27.137182235717773,19.502979278564453,14.696993827819824,3.204047441482544,5.509529113769531,1.4237080812454224,4.496978759765625,1.3679070472717285,-1.6663118600845337,-3.534416675567627,-7.9148335456848145,0.25391530990600586,0.3201730251312256,0.5692785978317261,0.3699415326118469,0.3071746230125427,0.2588754892349243,0.35432395339012146,0.5743260979652405,0.3607598543167114,0.34526342153549194,0.2634779214859009,0.2602612376213074,25.695111322699326,17.510516945077665,19.52793287279553,19.75674780819917,18.548014373218418,16.320419752221806,15.428249948182224,0.14755995428599072,103.359375
pop,-112.39599609375,59.759735107421875,14.483948707580566,19.190073013305664,15.127423286437988,-3.211503267288208,6.109609127044678,-6.668193817138672,1.4637219905853271,-1.1876870393753052,-1.2330448627471924,-0.7587416768074036,1.8843271732330322,0.4584200978279114,0.4276263415813446,0.5455524921417236,0.3647138178348541,0.3267367482185364,0.2692849040031433,0.3391275107860565,0.4413154423236847,0.41015779972076416,0.5241225361824036,0.4091265797615051,0.39404258131980896,21.295826338745393,18.551134946082882,21.561256500555388,20.045642390429453,19.50230849868978,18.586083269022662,16.27133925691682,0.13586614744582043,99.38401442307692
pop,-81.77599334716797,78.6092758178711,-17.26093292236328,24.51177406311035,8.410554885864258,2.144618272781372,5.520014762878418,1.9346674680709839,8.799277305603027,-0.1222967877984047,0.4954398572444916,4.642274379730225,2.3893165588378906,0.3592073321342468,0.3958846926689148,0.5567910075187683,0.36907505989074707,0.40388208627700806,0.3799065351486206,0.466144859790802,0.5862685441970825,0.4919028878211975,0.5583243370056152,0.38577204942703247,0.3727249801158905,19.66691737327924,15.609702177482538,18.94310409636513,18.845293370996703,19.667964229912428,19.04898565497778,16.431865372910824,0.1220960115131579,117.45383522727273
pop,-8.406137466430664,42.00487518310547,8.297646522521973,17.972023010253906,14.039091110229492,7.345696926116943,5.725320339202881,-1.8997344970703125,4.603677272796631,2.0709261894226074,-1.0726747512817383,-0.6631825566291809,-2.4345152378082275,0.432789146900177,0.49211493134498596,0.3942548334598541,0.42924636602401733,0.35764268040657043,0.40607592463493347,0.5188547372817993,0.41806045174598694,0.4285465478897095,0.36398226022720337,0.43477511405944824,0.41788727045059204,20.42269510325654,17.289003191314432,18.699419077927477,17.75119492812749,17.336914435164974,15.455557157644353,14.778438506779858,0.1668300569611068,117.45383522727273
pop,-72.17291259765625,81.31210327148438,16.729719161987305,8.680574417114258,14.163569450378418,-1.048661231994629,12.839069366455078,-0.5343490839004517,3.1377692222595215,3.1529664993286133,-3.4740796089172363,-1.138800024986267,-0.6851625442504883,0.42705151438713074,0.40467002987861633,0.3621530532836914,0.4078117907047272,0.3915008008480072,0.49956047534942627,0.35658013820648193,0.4724997282028198,0.5190366506576538,0.38155797123908997,0.40917620062828064,0.3485400974750519,23.296322613909716,15.785169892161008,19.596908504769928,19.203794226577397,19.420819785592393,19.183537083649362,16.0896068671363,0.12218028915924922,117.45383522727273
pop,-39.98735046386719,35.58320999145508,8.93850040435791,15.0822172164917,15.20681381225586,10.572661399841309,21.824983596801758,10.004446029663086,13.97350025177002,16.55746078491211,1.4647634029388428,3.2635626792907715,0.06211205944418907,0.4184682369232178,0.417332261800766,0.4674627482891083,0.551748514175415,0.6274670958518982,0.5846949219703674,0.5532888174057007,0.549166202545166,0.5355156660079956,0.548099935054779,0.5007209181785583,0.5186929106712341,20.729156129719396,14.140773826376995,18.492416074934336,17.010626278916092,17.921604534267296,18.86954737108702,14.702599973660673,0.15600737108165635,103.359375
pop,-80.39633178710938,35.96251678466797,20.407264709472656,26.376535415649414,17.37970542907715,4.580235958099365,13.489165306091309,3.6187562942504883,7.324075222015381,5.479913234710693,3.95385479927063,5.313696384429932,3.534632444381714,0.45138511061668396,0.47377580404281616,0.4495343565940857,0.548840343952179,0.47520703077316284,0.39684784412384033,0.3794914186000824,0.4540330171585083,0.6140807867050171,0.5618267059326172,0.4454496502876282,0.42665600776672363,21.267403247878274,17.329587649778976,18.424605483382397,18.263706924708025,18.538781920925704,18.67439679990894,16.313183912068048,0.14562421391253869,89.10290948275862
pop,-37.0710334777832,68.84185028076172,10.511308670043945,23.959775924682617,15.370535850524902,3.5479140281677246,11.677659034729004,2.9124515056610107,2.545921564102173,4.750341415405273,-1.5888675451278687,2.5664658546447754,-1.017067790031433,0.35251209139823914,0.46558260917663574,0.32328665256500244,0.4094349443912506,0.4959683120250702,0.28706830739974976,0.3326825499534607,0.3353404402732849,0.45957666635513306,0.359102725982666,0.3599938452243805,0.3762083947658539,16.809641757555184,15.433728049603578,19.13329538833125,19.189541851382025,19.95697061874536,19.43947537749438,15.14413251983258,0.14374780802534828,92.28515625
pop,-36.62918472290039,73.09261322021484,39.12303924560547,20.328523635864258,12.493546485900879,2.1519129276275635,11.737692832946777,-2.4324147701263428,6.64672327041626,3.182790994644165,-5.380570888519287,-3.14936900138855,-5.775080680847168,0.42566049098968506,0.33311891555786133,0.4307858943939209,0.34950217604637146,0.37253108620643616,0.38702961802482605,0.30696919560432434,0.44093799591064453,0.3673669993877411,0.3640429675579071,0.28442662954330444,0.3260887861251831,22.83755424556484,17.364243203952253,19.356031204020287,20.073744732317202,18.533634887420984,17.03784558239067,15.919804291612463,0.10639353654702012,103.359375
pop,-137.73312377929688,100.24317932128906,14.383044242858887,15.40381145477295,2.3205366134643555,-1.0818114280700684,-2.106971502304077,-1.6870850324630737,-5.311201095581055,-1.784702181816101,1.748408555984497,-6.183539390563965,-3.0364274978637695,0.4502832889556885,0.32295769453048706,0.4093586504459381,0.3305993676185608,0.4070855975151062,0.5363205671310425,0.35413920879364014,0.4206658601760864,0.31619080901145935,0.37960848212242126,0.25358307361602783,0.2575213611125946,26.047156196928185,16.13037679620362,18.820670230310387,16.626647369128168,17.059449289884757,18.3810477559454,17.033245781196463,0.08601724252612229,143.5546875
pop,-44.972015380859375,69.76533508300781,11.851115226745605,8.137467384338379,12.623069763183594,7.798754692077637,11.307398796081543,0.19175638258457184,9.630409240722656,2.8426685333251953,3.8571951389312744,-0.8326629400253296,2.1378023624420166,0.39172500371932983,0.42925330996513367,0.5245261192321777,0.38593411445617676,0.3665657639503479,0.4340883493423462,0.4453183710575104,0.5933154225349426,0.43893998861312866,0.4132562279701233,0.4184805452823639,0.3619998097419739,26.133053108862345,15.971084037356137,18.60838660204698,18.318890380178267,18.27588240351731,16.231489226746096,15.974118485288512,0.1275974899622678,112.34714673913044
pop,-42.26880645751953,82.17974853515625,-2.2469730377197266,19.916231155395508,13.862175941467285,0.8657801151275635,7.920979976654053,-0.7182552814483643,6.87735652923584,-1.9071584939956665,-4.687560558319092,-3.164194107055664,-2.9416699409484863,0.40033629536628723,0.26117944717407227,0.2842026948928833,0.3710859715938568,0.22010089457035065,0.33733364939689636,0.2066037505865097,0.36284005641937256,0.4069899320602417,0.3177627623081207,0.5383334159851074,0.29041168093681335,19.360517693894053,18.238178213063534,20.67522800041527,20.68169768370818,19.86157985962698,19.87829683685215,16.369454283370665,0.12854835344910992,151.99908088235293
pop,-50.89095687866211,68.04222869873047,12.08259391784668,36.31442642211914,8.64687728881836,19.502784729003906,10.722350120544434,12.312873840332031,1.6614351272583008,10.164873123168945,4.839787483215332,1.696905255317688,2.7312357425689697,0.49685025215148926,0.5989638566970825,0.4433233439922333,0.4511728286743164,0.3701488673686981,0.4826393723487854,0.4800777733325958,0.44085055589675903,0.5145054459571838,0.44219884276390076,0.4999472200870514,0.4606703519821167,22.63299555002156,14.822911596934729,19.377479853182024,18.27352185763397,18.082138680494126,16.512545370581147,16.76965281658606,0.1032971833881579,135.99917763157896
pop,-39.691375732421875,33.95167541503906,9.604388236999512,16.657577514648438,14.90616226196289,11.198782920837402,21.502826690673828,9.886201858520508,14.732349395751953,15.628254890441895,2.0403950214385986,2.579495906829834,0.35728567838668823,0.40639635920524597,0.43931668996810913,0.5192744135856628,0.6070668697357178,0.6056978106498718,0.5529748201370239,0.5431050658226013,0.526766300201416,0.547633945941925,0.5063174366950989,0.5260115265846252,0.4418141841888428,21.455162265592087,14.354616338091502,18.865087791146973,17.15680601742366,17.367141743808478,17.729927508075313,14.70820092030461,0.15406445010158668,103.359375
